id,order
420,i'm having a bunch of people over tonight so i need a medium-size pie with pesto sauce low fat cheese and no onions please
421,i have some friends comin over so i'll take a large beef pizza with peas on top
422,i'll take a large-size combination pizza without pickles or bell peppers and a small pepperoni pizza with additional cheese and four large-size cocacola
423,i' be happy with a prsonal pizza with hamburger and jlepenos but leave off the mushrooms
424,tonight i'm in the mood for 14 xl pizzas with mint and a bunch of cheese and one xl pizza with pepperoni
425,put n an order for a lunch size pizza with roasted garlic and zucchni but avoid gluten-free crust please
426,please make me a medium peas pizza and a large dee dish pizza with four large iced tes
427,i am just ordering soft drinks tonight give me a xl margrita pizza and two xl diet sprite
428,repeat y a pizza along with carrots pesto sauce but no parmasean
429,do me a favor and make me a salami gruyere cheese and sweet ptatoes pizza
430,i'd be happy with a large pizza and please for toppings i'll take basil and tuna and i'd like everything thank you
431,i'll go for the one small vegetarian pizza with oregano and balsamic glaze
432,i'll go for the 1 pizza with margarita and vegan pepperoni but do not add any hams on that
433,i am going to need you to order me a med pie with just pepperonis and lettuce no olives
434,good evening i want to order a large-size pie along with cheeseburger mushrooms but avoid peppers
435,a medium-sized tomato pizza and a medium-sized vegan pepperoni pizza
436,i feel like having a medium-size roasted red peppers pizza with salami and sriracha sauce
437,i'm leaning toward a pizza with fontina cheese
438,i would tae a large pizza with combination plus a tiny bit of red onion and a tiny bit of green peppers and four large ice teas with sugar and two large ice teas with no sugar
439,i'd like an order placed for a chicago style and salami bbq sauce
440,i wnt to have 1 pizza with grilled chicken and sweet corn without stuff crust
441,for todayi just want a large pizza with tomatoes and bay leaves but leave off the sweet corn
442,i only want 13 pies with all the meats chard and without green olives
443,i like a large-sie pizza with cheddar cheese ground beef onions and mushrooms with a large-sie Sparklig lemonade
444,can you get me a luch size pizza for toppings i'd like lettuce and please put more cheese on there but i do not like bacon on my pizza thanks a lot
445,do me a favor and make me 1 leon 1 diet sprite and three pepsis please
446,i wil try seven medium pizzas with everything seven medium pizzas with onion and tmatoe sauce and seven medium pizzas with all the veggies and a bunch of cheese
447,i think i'll have 1 large pizza with a tiny bt of cherry tomatoes and two medium pizzas
448,tonight i'm in the mood for a lunh artichokes cherry tomatoes and lettce pizza please
449,let's settle on a medium-sze dep dish ground beef and tofu pizza
450,"ths time, i'll take a med pizza with more garlic pine apple and ham"
451,i feel like ordering six medium-ized Chai tea latte two pepsis and then five medium-ized diet cokes
452,for this afternoon i think i'd like a pesonal smoked salmon pizza with extra lettuce and no peas please
453,can you arrange a extra large pesto sauce and mushroom pizza with no olives
454,hllo my order is for thirteen lunch bacon mushroom pizzas without peppers
455,good afternoon i'm in the mood for 1 personal pie with shrimp and roasted garlic
456,i'd appreciate a extra large pizza with oregano and pesto and please hold the pepperoni that's all
457,put in the order for twelve lunch thin crust feta cheese onion pizzas
458,thirteen large pizzas with roasted eggplant and parmean
459,can i try a medim green pepper and tomatoes pie with no pesto
460,i wantto 12 artichokes and broccoli pizzas with no pepperoni
461,11 medium pizzas with buffalo sauce
462,for this afternoon i only want a lunch pizza with italian sausage
463,i will go for a luch chard and italian sausage pie with no tuna
464,my order is or a pie and for toppings i'm in the mood for green bell olives and put some buffalo sauce on there too but please absolutely no olives
465,i'm in the mood to try an a buch of large combination pizza a medium veggie pizza with a buch of jalepeno peppers and four large iced ea
466,let me get a extra large pizza with arugula peppers and sausage
467,i'd try a xl pie and i'll try it with onion and mushrooms please no light cheese that's it
468,hi how are you okay today i'd like to order fifeen medium pizzas with no blac olive but extra sauce and also include one bacon and ham large pizza
469,i would like to out in an order for 1 extra large sauce and grgonzola pie with no pineapple
470,i'd like to stick wih a extra large all the meats pie with spicy red sauce and sausage
471,i'dhave a lunch pizza with yellow peppers and cheddar cheese but without bacon
472,i ned a total of 10 Macchiatos large-size 10 cokes also large-size and then just two pepsis
473,i am going to ned a pizza with sausage meatball but hold the extra carrts
474,i need you to begin an order for a medium pizza with oregano and parsley and a large dr pepper
475,can i get a xl pizza including tomato more sweet potatoes olives
476,just a sall smoked salmon and cherry tomatoes pizza with a medium coke and ice tea
477,can we go for a medium pie vegies lover black olives on top and i don't want ricotta cheee
478,i'd be interested in one medium pizza with fontina cheese and mint but i don't want any mushroom on it
479,i have some friends coming over so i'll take 15 ice tea wih no sugar large 15 cokes also large and then just two pepsis
480,i would like to out in an order for 1 personal pizza and top it with feta and argula hold the onions please
481,i'll try a personal parsley and hummus pie with more cheese
482,repeat my a large veggies lover pizza a small tomato and cheeseburger pizza two small bbq suce pizzas and i won't need drinks for this order
483,i have 1 extra large combinaton roasted red peppers roasted garlic cherry tomatoes and mushroom pizza with a large Chai tea late and a large coke
484,i am just ordering soft drinks tonight give me 1 extra large cheese pizza 1 large ham and mushroom 1 large vegie and 1 extra large pepperoni pizza
485,please put up 1 extra lrge vegan pizza with extra parmesan and 1 small duck pizza
486,i'll just take a pie with pickled onions and please give vegetarian and add some extra sweet corn
487,how abot adding 9 xl pizzas with roasted garlic and peas please
488,i would like to out in an order for a large-size pie with sweet corn and a little cheese and chicken
489,i need an order placed for a medium-sized pie with green peppers and chicken and i do not want ham
490,may i have nine pies along with mushroom and yellow peppers and without low fat cheese
491,i'm ready to settle for fourteen medium pizzas with pine apple pineapple and bacon plus addiional cheese on both and fourteen large almon milk and fourteen medium almon milk
492,i think i'll try two luch goat cheese and meatball pizzas
493,i'd try a med pizza with jalapenos sausage but without olives
494,i'd like to secure a pizza along with garlic powder and some duck but avoid thin crust
495,begin an order for me that includes a xl pie with sauteed spinach tuna and olives
496,could you give me twelve Club sda six large-sze fantas and six large-sze cokes
497,can i try 1 large roasted red peppers pizza with black olives and more cheese and two small iced teas
498,i'd be interested in seven poppy seeds and red onion pizzas no chicken
